name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"42.3572011,-71.0791449",2024-08-14T00:00:00,72,72,58,61.44,0,0,,0,0,5.8,7.3,293,1015.8,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T01:00:00,69.9,69.9,58.8,67.73,0,0,,0,0,6.9,8.3,293,1015.7,27.4,9.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T02:00:00,69.1,69.1,57.7,66.96,0,0,,0,0,8.1,9.5,302,1015.3,26.2,9.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T03:00:00,68.1,68.1,57.7,69.31,0,0,,0,0,8.1,8.3,293,1015.2,24.2,9.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T04:00:00,67.2,67.2,57.7,71.52,0,0,,0,0,6.9,4.3,311,1015.1,28,9.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T05:00:00,65.8,65.8,57.5,74.51,0,0,,0,0,6.9,4.2,284,1015.4,24.2,9.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T06:00:00,66,66,57.6,74.2,0,0,,0,0,6.9,7.4,292,1015.6,48.8,9.5,4,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T07:00:00,67,67,58.7,74.76,0,0,,0,0,6.9,5.3,284,1016,24.2,9.9,61,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T08:00:00,69.6,69.6,59.1,69.39,0,0,,0,0,6.9,6.4,290,1016.4,24.2,9.9,254,0.9,3,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T09:00:00,73,73,60.4,64.48,0,0,,0,0,5.8,6.7,350,1016.6,24.2,9.9,427,1.5,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T10:00:00,75.8,75.8,61.2,60.49,0,0,,0,0,5.8,4.6,325,1016.9,0,9.9,572,2.1,6,10,Clear,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T11:00:00,76.1,76.1,61.2,59.93,0,0,,0,0,6.9,5.6,139,1017,0,9.9,693,2.5,7,10,Clear,clear-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T12:00:00,78.5,78.5,61,54.99,0,0,,0,0,6.9,5.5,73,1016.8,24.2,9.9,208,0.7,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T13:00:00,78.7,78.7,61.9,56.44,0,0,,0,0,8.1,7.1,89,1016.3,26.8,9.9,739,2.7,7,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T14:00:00,78.7,78.7,60.8,54.3,0,0,,0,0,8.1,7.7,113,1016,48.9,9.9,217,0.8,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T15:00:00,77.6,77.6,62.5,59.9,0,0,,0,0,8.1,8.7,78,1015.9,54.3,9.9,126,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T16:00:00,74.9,74.9,63.5,67.56,0,0,,0,0,9.2,10,74,1016,51,9.9,104,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T17:00:00,74,74,63.6,69.86,0,0,,0,0,8.1,7.9,57,1016.1,46.6,9.9,67,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T18:00:00,71.9,71.9,63.8,75.55,0,0,,0,0,6.9,6.9,79,1016.3,47.9,12.5,38,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T19:00:00,70.7,70.7,62.9,76.31,0,0,,0,0,4.7,3.5,115,1016.5,45.2,9.9,14,0.1,0,3,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T20:00:00,70.3,70.3,62.1,75.51,0,0,,0,0,4.7,0.2,7,1016.7,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T21:00:00,70.8,70.8,62,73.73,0,0,,0,0,3.4,0,0,1017.4,24.2,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T22:00:00,69.5,69.5,61.1,74.6,0,0,,0,0,3.4,4.2,162,1017.6,24.2,8.2,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-14T23:00:00,68.6,68.6,61.1,77,0,0,,0,0,3.4,3,152,1017.3,27.4,9.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T00:00:00,67.4,67.4,60.9,79.85,0,0,,0,0,3.4,4.2,198,1017,27.4,9.4,0,0,0,3,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T01:00:00,67.4,67.4,60.1,77.58,0,0,,0,0,3.4,4.2,217,1017,32,9.4,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T02:00:00,68.3,68.3,60.8,76.83,0,0,,0,0,3.4,3,227,1016.7,27.4,9.4,0,0,0,5,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T03:00:00,70,70,60.8,72.55,0,0,,0,0,3.4,4.2,255,1016.2,27.4,9.5,0,0,0,5,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T04:00:00,65.5,65.5,63.6,93.85,0,0,,0,0,3.4,0,0,1016,28.5,9.6,0,0,0,3,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T05:00:00,64.8,64.8,62.7,93.04,0,0,,0,0,3.4,5.5,194,1015.8,26.7,9.5,0,0,0,3,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-15T06:00:00,65.2,65.2,61.6,88.07,0,0,,0,0,3.4,3,198,1016.2,48.9,9.3,6,0,0,5,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T07:00:00,69.1,69.1,62.5,79.74,0,0,,0,0,3.4,5.3,312,1016.8,80.2,9.6,57,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T08:00:00,71.3,71.3,62.1,72.75,0,0,,0,0,4.7,4.2,303,1016.9,80.2,9.6,150,0.5,2,3,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T09:00:00,73.9,73.9,62.2,67.06,0,0,,0,0,3.4,0.2,357,1016.8,26.8,9.8,353,1.3,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T10:00:00,76.9,76.9,63,62.04,0,0,,0,0,3.4,5.6,280,1017,24.2,9.8,460,1.7,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T11:00:00,75.4,75.4,63,65.46,0,0,,0,0,4.7,6.8,104,1016.7,24.2,9.9,560,2,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T12:00:00,77.5,77.5,64.1,63.44,0,0,,0,0,5.8,8.5,110,1016.2,24.2,9.8,590,2.1,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T13:00:00,77.6,77.6,64.9,65.08,0,0,,0,0,6.9,8.8,93,1016.1,24.2,9.9,538,1.9,5,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T14:00:00,77.7,77.7,65.7,66.53,0,0,,0,0,8.1,8.9,70,1015.7,47.9,9.9,211,0.8,2,30,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T15:00:00,74.3,74.3,64.8,72.33,0,0,,0,0,8.1,11.9,69,1015.5,87,9.9,111,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T16:00:00,69.5,69.5,64.9,85.53,0.012,100,rain,0,0,30.1,20.3,39,1016,83.2,3.6,0,0,0,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T17:00:00,65.1,65.1,64,96.25,0.399,100,rain,0,0,34.2,5.8,13,1016.6,99.7,1.6,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-15T18:00:00,66.7,66.7,64.9,93.77,0.173,100,rain,0,0,8.1,4.6,169,1016.4,84,5.3,70,0.3,1,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T19:00:00,66.8,66.8,64.1,90.96,0,0,,0,0,5.8,3,114,1016.4,85.7,6.5,8,0,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T20:00:00,66.7,66.7,64.9,93.75,0.251,100,rain,0,0,4.7,4.5,15,1016.6,89.2,7,0,0,0,3,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T21:00:00,65.8,65.8,64,93.91,0,0,,0,0,3.4,4.4,19,1017,89.3,7,0,0,0,3,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T22:00:00,65.8,65.8,64.9,96.77,0,0,,0,0,3.4,4.7,339,1017.5,87.9,7.1,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-15T23:00:00,65.8,65.8,64.7,96.57,0.002,100,rain,0,0,3.4,4.5,52,1017.4,94.2,8.1,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T00:00:00,65.7,65.7,64.7,96.57,0,0,,0,0,3.4,6.3,19,1017.2,90.5,7.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T01:00:00,65.7,65.7,64.8,96.71,0,0,,0,0,3.4,4.4,19,1017,95,6.4,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-16T02:00:00,65.6,65.6,64.7,96.73,0,0,,0,0,3.4,4.3,341,1017,53.8,7.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T03:00:00,65.4,65.4,64.5,96.85,0.001,100,rain,0,0,3.4,5.4,7,1016.8,89.5,7.6,0,0,0,10,"Rain, Partially cloudy",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T04:00:00,65.7,65.7,64.8,96.82,0,0,,0,0,3.4,6.4,360,1016.9,100,3.6,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T05:00:00,65.6,65.6,64.7,96.75,0,0,,0,0,4.7,4.2,360,1016.9,100,5.9,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T06:00:00,65.7,65.7,64.7,96.72,0,0,,0,0,4.7,4.4,11,1017.4,100,4.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T07:00:00,65.8,65.8,64.7,96.39,0,0,,0,0,3.4,4.5,11,1017.8,100,4.9,22,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T08:00:00,65.8,65.8,64.8,96.44,0,0,,0,0,4.7,4.6,15,1018.2,100,3.9,36,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T09:00:00,66.8,66.8,64,90.67,0,0,,0,0,4.7,3.2,36,1018.3,100,6.2,81,0.3,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T10:00:00,69,69,63,81.02,0,0,,0,0,4.7,4.6,4,1018.7,89.8,8,160,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T11:00:00,68.2,68.2,64.1,86.61,0,0,,0,0,5.8,8.6,117,1018.8,89.8,8,178,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T12:00:00,69.4,69.4,64,83.16,0,0,,0,0,6.9,9.5,119,1019,89.8,8.1,134,0.5,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T13:00:00,71.3,71.3,64,77.8,0,0,,0,0,6.9,6.7,90,1018.6,89.2,9.8,433,1.6,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T14:00:00,72.2,72.2,64.9,77.88,0,0,,0,0,8.1,7.8,101,1018.3,89.2,9.8,220,0.8,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T15:00:00,71.6,71.6,64.1,77.3,0,0,,0,0,10.3,8.4,107,1018.6,99.4,8.1,199,0.7,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T16:00:00,71.6,71.6,64,77.19,0,0,,0,0,10.3,10.7,88,1018.4,96.4,6.5,114,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T17:00:00,70.5,70.5,64.1,80.13,0,0,,0,0,11.4,10.1,90,1018.4,95,6.5,80,0.3,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T18:00:00,69.5,69.5,64,82.79,0,0,,0,0,10.3,8.9,119,1018.2,92.7,6.5,43,0.2,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T19:00:00,68.2,68.2,63,83.39,0,0,,0,0,10.3,7.8,101,1018.1,90.5,6.6,15,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T20:00:00,66.9,66.9,62.9,87.01,0,0,,0,0,9.2,6.8,100,1018.4,90.5,8.2,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T21:00:00,66.7,66.7,63.9,90.67,0,0,,0,0,8.1,7.7,108,1018.5,45.2,8.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T22:00:00,65.8,65.8,63.9,93.71,0,0,,0,0,6.9,3,143,1018.6,45.2,8.5,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-16T23:00:00,65.6,65.6,62.8,90.54,0,0,,0,0,5.8,4.2,114,1018.6,48.9,7.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T00:00:00,64.6,64.6,63.6,96.66,0,0,,0,0,5.8,3,143,1018.7,50.3,7.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T01:00:00,64.7,64.7,62.7,93.08,0,0,,0,0,5.8,0,0,1018.5,51.3,8.3,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739"
"42.3572011,-71.0791449",2024-08-17T02:00:00,64.6,64.6,62.6,93.1,0,0,,0,0,4.7,3,124,1018.4,84.3,6.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T03:00:00,63.8,63.8,62.6,95.94,0,0,,0,0,4.7,3,133,1018.5,89.2,7.7,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T04:00:00,63.8,63.8,61.8,93.17,0,0,,0,0,4.7,5.4,124,1018.1,87.2,7.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T05:00:00,62.8,62.8,61.9,96.74,0,0,,0,0,4.7,6.4,156,1018.1,89,7.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T06:00:00,62.9,62.9,61.9,96.56,0,0,,0,0,4.7,5.3,143,1018.3,100,6.6,1,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T07:00:00,63,63,62.1,96.7,0,0,,0,0,4.7,4.5,154,1018.5,100,3,43,0.2,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T08:00:00,63.1,63.1,62.2,96.66,0,0,,0,0,5.8,6.4,124,1018.5,100,2.6,33,0.1,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T09:00:00,64.3,64.3,62.1,92.78,0,0,,0,0,5.8,0.2,350,1018.8,100,2.8,89,0.3,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T10:00:00,65.2,65.2,62.9,92.53,0,0,,0,0,6.9,6.7,131,1018.8,100,3.4,119,0.4,1,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T11:00:00,66.9,66.9,62.1,84.4,0,0,,0,0,8.1,7.7,120,1018.7,89.8,5.2,163,0.6,2,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T12:00:00,68.2,68.2,62.1,80.99,0,0,,0,0,9.2,8.7,127,1018.4,89.8,8.7,622,2.2,6,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T13:00:00,69.5,69.5,62.1,77.42,0,0,,0,0,10.3,7.8,82,1018,88.7,8.1,434,1.6,4,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T14:00:00,71.4,71.4,63,74.79,0,0,,0,0,11.4,9.8,96,1017.3,92.7,6.5,186,0.7,2,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T15:00:00,70.7,70.7,62.1,74.25,0,0,,0,0,11.4,11.7,81,1017,80.2,6.5,119,0.4,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T16:00:00,70.7,70.7,63,76.69,0,0,,0,0,12.8,13.2,95,1016.7,80.2,6.5,96,0.3,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T17:00:00,70.6,70.6,63,76.86,0,0,,0,0,13.9,14.5,100,1016.5,82.8,8.2,57,0.2,1,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T18:00:00,69.6,69.6,64.1,82.63,0,0,,0,0,12.8,11.1,93,1016.3,84,8.2,48,0.2,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T19:00:00,67.2,67.2,63.1,86.67,0,0,,0,0,11.4,11.2,93,1016,87.2,8.8,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T20:00:00,66.1,66.1,64.1,93.24,0,0,,0,0,10.3,7.9,93,1016.2,45.2,8.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T21:00:00,66,66,63,90.08,0,0,,0,0,10.3,5.5,124,1016.5,80.2,9.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T22:00:00,65.1,65.1,63,92.94,0,0,,0,0,10.3,5.6,120,1016.3,45.2,8.6,0,0,0,10,Partially cloudy,partly-cloudy-night,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-17T23:00:00,65.1,65.1,63,92.94,0,0,,0,0,10.3,6.5,134,1016.2,96.4,8.5,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T00:00:00,65.1,65.1,63,92.86,0,0,,0,0,9.2,6.5,146,1016.3,99.4,9.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T01:00:00,65.1,65.1,62.1,90.06,0,0,,0,0,8.1,7.8,150,1016.1,100,9.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T02:00:00,65.1,65.1,62.1,90.04,0,0,,0,0,6.9,4.6,127,1015.6,100,8.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T03:00:00,66,66,61.2,84.43,0,0,,0,0,6.9,4.5,79,1015.4,100,9.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T04:00:00,65.2,65.2,62.1,89.72,0,0,,0,0,5.8,4.2,95,1015.3,100,9.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T05:00:00,65.9,65.9,62.2,87.84,0,0,,0,0,5.8,4.2,95,1015.1,100,9.8,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T06:00:00,65.9,65.9,62.2,87.72,0,0,,0,0,5.8,3,124,1015.2,100,8.5,0,0,0,10,Overcast,cloudy,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T07:00:00,65.9,65.9,63,90.39,0.001,100,rain,0,0,5.8,4.5,205,1015.6,100,4.8,0,0,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
"42.3572011,-71.0791449",2024-08-18T08:00:00,65.9,65.9,63.1,90.67,0.007,100,rain,0,0,5.8,6.7,113,1015.5,100,3.6,23,0.1,0,10,"Rain, Overcast",rain,"KOWD,AV085,72509854704,KBED,KBOS,72509014739,72505914702"
